x;y
297110;556485
327403;548875
413894;564459
326043;553772
337811;558454
333901;532836
340545;568654
358483;554925
318065;581616
367751;578289
331667;570387
321519;561045
299578;572052
339632;536577
339993;544064
268672;508874
332960;569308
345042;566973
352220;602793
333934;537464
312386;555195
334182;558498
335328;562880
303637;570253
353145;580916
325118;556212
294310;563522
371563;547746
373894;555347
407040;577739
337298;565486
357813;572855
304157;566007
335918;566525
330127;570072
339212;538693
357275;551101
334785;565575
326152;563230
345903;561314
238748;551038
331175;551842
352520;566829
341675;560197
354746;552404
412500;594675
277027;536847
322209;547247
375619;553791
288068;561932
344770;570309
284031;566654
324442;567881
356246;549756
404420;577532
336829;562228
293591;522132
342963;582232
338860;561151
324055;590810
328331;541094
357737;597104
392534;593343
298665;568245
343376;575709
338863;563107
361370;552483
338935;567577
350117;535859
371000;555062
368617;554066
331795;529654
344237;573700
280110;522025
328657;564864
452457;597461
333669;542228
320628;564596
316642;553340
340712;563178
349955;535578
261538;525920
411008;607342
317136;563479
297022;574097
319927;524637
359772;568428
344791;578536
324093;580491
373907;558472
321905;573147
341721;576427
386373;606623
338588;543875
341578;558672
371616;570648
331987;568997
341329;565571
334350;556417
330482;571217
338950;572545
289087;565427
343997;585193
225786;529417
365567;547606
320827;519618
286990;529505
321517;569562
388806;569524
411796;581307
331440;551885
325958;573367
348171;569251
344239;530765
419151;577335
321309;569996
386377;574187
342099;561508
366688;562413
321657;538660
403004;613466
363304;553764
384922;582877
304556;568584
336787;538925
327998;571265
303269;531608
313649;523765
337889;558031
360165;553303
340032;561740
338634;564414
351459;565704
412767;593558
283474;532727
336928;557412
366478;594677
343450;570659
331616;565089
354529;573677
276703;559740
282066;560178
331366;567311
321910;573825
290107;571927
281979;518199
374695;563163
340191;567638
338583;563529
358312;559466
338474;564151
338205;566246
342901;582886
265815;540385
304086;576100
347966;563506
346144;560472
352381;592377
318681;528806
369366;561201
310041;533285
344314;595915
363956;609339
328586;551385
330767;552963
312558;520650
315850;573154
379388;567285
329905;579935
352209;548608
357679;548036
339288;588052
330335;568221
341559;562163
341925;569393
327695;543105
335999;549795
302359;534317
332586;566187
330750;561657
400380;588221
337910;562252
336549;565597
343717;559909
332116;594868
358384;556361
415881;584352
345164;579614
316395;537403
340970;564831
340383;600071
326627;534442
356865;545785
306298;551902
347575;565576
302583;571881
352424;557574
279008;521035
335029;553213
338753;563384
324032;577807
327973;534972
321924;527106
345495;579864
385091;599401
361138;551307
332884;533990
269126;508814
350056;566657
374117;546122
350283;559840
335525;567445
350798;535657
289002;520678
324516;522674
364844;571623
351815;574947
275524;559548
348773;583528
308966;523409
316313;570785
341966;561987
341446;538787
318823;565345
347522;587567
293746;544468
334983;572690
325125;564342
330145;546705
336336;563145
302353;545544
321216;569834
285152;520229
335027;565050
332270;556288
341016;545280
339640;561426
338633;563504
324952;565867
353583;554147
385183;556284
292636;520371
289176;571435
475944;189337
517750;199025
520952;169184
559076;190770
416763;196639
549384;208450
549147;171454
520880;200955
484348;202813
487472;166999
504728;174541
465734;114090
570266;188032
505584;176135
514739;189624
500589;181466
504096;192493
553118;165472
502511;205121
551798;221411
502737;174437
513181;177419
513010;141058
535564;177248
514551;176526
450030;169537
521152;152439
505512;203857
509928;184873
490271;216725
529931;180136
508228;220433
534461;178056
508551;174306
545365;210090
510414;142485
507895;177445
506288;177990
512560;224816
454160;102568
437116;148591
519003;160741
509173;178051
507674;147431
513562;229098
473361;185066
517580;170329
509285;174620
510496;174308
438860;114065
534702;244239
504755;150226
474135;199330
508907;173787
509651;149290
490956;124550
499637;194036
515856;148316
482568;159010
522728;184704
493070;189771
483807;198925
469656;153741
470041;102049
576965;187481
515230;149567
469470;189347
484678;123623
509554;186931
480787;147737
523036;123677
508144;167733
515450;173220
489378;172861
497406;125809
514173;139330
520809;176718
499009;205823
509773;148899
505117;141877
494698;176711
501334;163002
502500;176532
546565;151576
520878;209094
486891;175164
512241;169240
569692;182365
491382;122267
457033;127590
535453;200970
436641;155171
520845;176291
496130;178113
507473;227670
507092;175151
493714;173387
528826;154067
509951;176794
505400;160422
473316;162622
489504;146224
516888;152451
505128;175022
520819;181586
506812;167031
495032;203929
508789;174256
502302;210265
511106;122518
486997;164803
535787;199735
540364;163758
496006;191010
497454;172375
488330;173837
547076;156969
509956;141698
516084;178725
535034;172649
529858;213114
496384;166644
519201;139101
575022;213534
469404;181944
464672;193513
491609;180519
470314;178936
481067;172555
508797;176269
491145;206344
485361;169229
474527;107596
499643;171625
514722;190943
474641;181263
495995;160032
516963;174184
521006;163218
434581;123267
514876;182995
501416;172980
513991;165072
512900;219252
510739;121103
509522;174376
507862;172954
512716;181316
483423;111797
505603;147517
482628;171320
541790;172616
473649;178184
520763;250478
494000;189403
533931;173291
485110;150541
528679;199079
545699;174099
517495;186329
520461;173217
456821;105575
495388;156422
514934;219169
508989;168995
500474;169746
504511;149234
467144;147308
512733;174091
452791;156805
488800;197919
593887;210595
561725;168220
528011;201615
514428;222503
512051;145220
472054;129986
507959;166780
518068;137556
561110;219865
563315;215613
523779;163905
490037;164357
519421;154681
504373;165819
513957;139202
486422;178919
533351;147778
511030;221292
496069;102201
496491;171534
497254;171940
518892;165875
481083;151953
507741;178883
486224;196184
509039;173839
462658;175167
519680;208378
499676;196897
480876;160465
521032;177084
486034;196122
505225;158750
485968;123023
478442;125560
502355;164119
502915;183059
497211;174121
537174;194410
505293;194591
491442;116195
473202;140745
505079;219082
541455;223176
528938;174372
528094;178343
520759;184923
538994;179328
507832;181513
493897;189627
514408;173338
514391;156592
513362;223841
443618;157237
477746;163845
480571;204150
486326;174643
505384;174535
541220;177840
522869;176818
497255;188783
545240;221008
512291;169608
576158;210283
508099;175066
545455;182232
537836;177165
508597;173640
507445;193647
524397;239456
527753;213985
528766;239937
481356;162127
541498;192746
506142;170513
494574;198972
477901;173288
509223;177592
532010;176195
541006;175198
490355;153464
566524;179796
550216;184337
516085;195504
523796;219588
511118;175212
445043;152257
497582;190801
514622;206979
479631;178459
496476;140337
498389;178069
506361;225237
519396;177174
529409;157228
501111;157402
514219;167014
558307;203307
545957;196749
508080;175697
589900;217899
509383;167302
474516;189144
498730;183037
473093;188791
471328;176297
510901;175806
559809;162597
499272;168413
514981;172608
511289;183247
455460;153040
519962;175210
532549;172894
516128;178722
519113;194925
502877;192740
520782;134308
574369;207483
515494;188459
486870;146947
484395;107291
504243;237336
483776;213021
536623;213083
544539;180391
502002;166223
500801;185558
525670;184762
481841;209337
494317;170837
521153;242968
473933;191767
524502;248106
487952;168607
460133;173081
453261;148432
491792;214464
497815;165151
515348;184750
598908;254032
558478;213316
538228;168834
464634;173867
518675;175686
533566;214619
540196;180312
500360;213540
517882;175467
549642;157506
511368;173673
506815;173387
500192;192292
533775;163036
511484;160453
489062;200329
537514;179689
551867;170425
406184;394506
417996;408162
428667;451233
425386;379634
388202;405780
370955;325071
353749;391896
398629;401626
393402;401018
465599;383470
400257;404936
444610;400247
392046;391220
410506;395586
508805;429073
424782;449687
384467;407359
397399;403186
449683;388863
387756;435588
451753;383440
414448;429790
394599;409068
387330;409037
402109;430185
393825;453067
412111;418466
397213;377839
361159;436327
383075;447616
383832;340506
402227;414685
411957;397796
377408;395123
417231;381303
442915;420573
415394;396940
420792;430901
397791;444527
385804;393101
384572;388523
402069;434868
414997;432597
392919;405103
396150;430329
439145;407748
401240;354085
424228;442208
336023;416862
351352;362910
413549;408517
341775;425156
424811;413300
402677;412615
419118;421655
354601;358760
410682;349328
399020;404042
392258;405478
353941;399967
411471;446824
397158;370362
431117;394746
395246;392783
400468;405703
354094;424230
352429;359750
358830;431609
387039;365758
395013;387179
400545;404212
435067;403802
394436;450912
376444;371957
433463;410297
426625;475977
424241;452915
396520;405610
347638;429109
374797;407601
451670;388347
373684;418326
412615;403902
392428;402295
389868;410718
383022;409854
468350;395883
373339;398565
383878;376230
434815;388041
368864;411216
321050;422497
276794;384458
383197;409869
381340;409680
415521;368125
404288;349685
367922;415238
422056;382193
407334;445969
373917;427628
422261;374345
392728;411341
336585;420977
401730;354294
401854;402867
401330;395538
393903;387227
399188;402459
389510;370897
399858;403574
343651;438750
388743;388465
398246;406245
400727;396769
399077;403968
402071;427626
405902;394724
383992;398245
372230;412488
418086;394699
400305;466024
380458;329635
338347;337961
411171;426853
392447;408539
375233;399429
385338;440797
397764;406712
414290;393146
394846;407130
402252;414628
332913;385678
396517;394572
388479;343648
405569;411933
444816;409502
393659;439272
415222;434798
396621;381952
416893;347737
398980;407667
404273;429948
397851;400846
447192;359893
350428;392503
451853;420873
402566;415798
362753;369848
407188;396576
380139;434251
409167;449719
405470;392374
359036;365793
398617;402424
408714;391412
382222;441817
403751;385539
400548;402390
393828;404314
373943;376926
390182;360941
391776;409868
342501;336320
401923;417123
342400;426090
405325;407466
369480;377148
416110;374296
401162;412142
442931;430123
478361;409520
401313;405195
357466;354094
417617;414816
417281;410881
470047;410943
378824;430343
369227;397853
397918;462032
397331;407010
427810;400178
401708;409924
426172;363147
401411;414503
409823;412908
386068;422517
398255;405428
346358;384801
397735;448097
348847;425164
394761;461494
357253;388075
402267;410395
415233;441297
404445;402466
408224;399767
369044;371649
343119;382074
416750;435776
387103;401925
368200;364844
393758;439738
418623;404382
402660;406054
427749;457110
405356;391545
432184;395118
322936;368566
402710;424367
456025;389630
395450;407822
377941;403683
407576;434017
348263;386451
391966;387214
392576;406460
380236;460907
398153;407081
399942;385908
398795;472619
467535;416014
377758;413906
398724;404179
396710;378698
377588;402670
408992;462226
423371;373970
412861;434751
403160;392159
395168;404189
399346;423786
409244;460295
429515;393708
370602;353215
356739;417826
408147;436628
436362;379677
399291;386712
396081;396707
419200;403389
383855;390984
370252;347498
460198;402706
418046;358461
408500;393942
397618;404912
392660;395873
406739;400918
439048;403700
392424;375266
379128;418858
391970;419802
389279;424006
468907;448885
410601;410653
396556;406492
417795;405673
375971;427549
414374;439977
368363;409733
402081;407514
399753;404222
424840;479570
381863;416651
394606;401451
389520;406500
418140;415328
387461;394402
391384;413273
391439;399819
365223;422531
407189;437102
415933;422485
402031;426039
428513;456990
382396;405483
368166;429422
418636;440000
411674;402377
424365;371987
394159;411676
371548;414612
460628;434107
399717;403257
361875;448199
393424;399084
333682;401078
377870;377550
405117;364266
452398;378671
397889;398501
424089;352640
417494;392231
402851;395579
376493;366302
460684;371809
449571;387141
405322;414743
420489;448078
377975;461076
492551;434649
477323;384551
359740;379592
429653;438596
361814;411086
400660;404811
410418;409414
392162;355397
376145;414107
371464;328177
379593;380662
448231;384406
404157;406324
420616;401526
398985;413427
400538;407020
391530;398743
408182;408351
435926;408504
411090;435389
398311;383357
409291;431539
399460;399410
400473;408327
399693;395271
431437;436764
312123;419763
411053;432808
401616;404245
364455;436191
407833;402474
367864;442851
437870;375761
308726;371721
418996;389541
371498;393120
407429;399155
380749;403860
399997;411205
377215;418429
380202;396671
436034;385951
395210;357805
415136;446807
315013;318367
372424;413163
340966;420480
354767;417464
387165;404027
854654;549222
889260;541423
870826;524625
868025;569296
861364;598127
825141;535997
906640;587296
906396;535803
887896;558572
817776;525600
844066;546029
848976;558706
897131;604582
845120;549830
872241;556733
857818;534525
794265;594573
857126;548151
842786;614034
889975;589361
841130;529745
813561;583156
855603;542414
887556;531797
837032;509264
852037;649724
793791;581315
904450;533427
879722;550246
839088;528460
869369;536868
871873;509094
900991;497149
919544;541255
860520;544023
863042;557890
889805;522039
879031;489881
852918;552112
903840;586229
932662;537069
908506;549611
867533;542290
844617;499013
862002;534006
883981;607581
864265;549505
883062;547498
860870;546516
895565;501871
843344;604964
864059;545894
830888;544022
858819;544904
853562;531620
873791;606643
859213;538040
841843;503359
842719;506205
847904;574114
863859;546898
888919;535805
855045;547633
863102;545783
829747;530312
850607;565348
810277;520837
879104;595389
840406;538772
838367;536676
837457;518745
861519;531277
816056;542574
862534;547936
808555;600511
862571;550965
832010;554080
882403;534710
840020;568424
865030;541150
846594;522941
890223;556874
873136;513309
846622;553552
905770;531812
803216;577565
914183;620056
877510;555087
861193;573954
840994;578455
875640;561262
876782;536438
849501;552769
866973;550375
906382;534459
822722;553764
861656;545794
856991;546255
865081;551012
895680;609341
867801;548156
846324;557586
840059;534876
860473;545982
937823;540173
886532;500026
904133;534915
880545;506175
833499;504718
854979;539793
818739;545052
825596;639465
838036;542999
846216;528037
850790;525740
864040;538985
869818;543227
879309;561548
860563;534839
846082;541026
860151;543055
847292;559228
838239;576018
837307;548214
853093;586321
884326;479802
838978;622330
842903;567914
832490;450680
844948;563321
859577;544625
908409;591215
819843;570485
875625;599766
887780;536497
884613;507507
849858;524682
846741;539481
870630;516603
843111;581603
869718;536928
857648;511640
881571;532467
860230;528054
861966;562885
898736;548642
961951;577029
866878;501919
874791;559085
874239;594786
915504;527751
758172;608152
859515;505303
861033;507671
837880;444574
827672;545966
869960;562146
858151;548242
877440;529137
821835;564313
846371;578530
829482;475863
860507;526669
878696;530134
837312;572687
886773;509047
879805;547494
859679;541785
910683;612854
860863;546060
874110;541972
790149;565157
873984;580836
873742;448214
894785;440382
874312;574582
879902;518647
851462;526597
839012;550376
808097;502521
879500;590791
864721;548447
866044;584750
876151;582116
819250;517655
807278;566392
872033;558924
894268;532597
846752;613846
850478;566230
849777;531138
823584;568458
823202;619103
843715;568319
861023;545953
889743;560547
862785;579661
880833;537039
854374;550707
842616;515205
860721;547751
831024;505776
829240;591428
860384;555572
853348;525893
849118;571562
856167;542249
853874;560250
838808;524944
814561;575281
773292;531652
891515;520429
805884;549492
833437;556713
843432;490725
791355;529644
865157;562132
920249;551171
808777;512952
898916;630099
863706;491401
857231;551055
877413;541536
838821;563842
854037;528890
824475;518063
857360;562228
856437;532452
862117;600081
839280;539324
885379;603686
859185;553000
865020;550686
882007;593653
861027;546004
846772;509036
844627;556401
861069;548327
854342;541611
844086;531300
923996;594948
832154;559403
803202;549001
856619;544008
897286;558004
851216;516166
858537;548576
828001;524067
849327;548496
858278;544519
793875;473793
766617;548142
847728;576707
858418;546935
816840;539239
852687;540692
861927;562723
892382;513991
811745;461099
800152;576217
870139;566584
859492;572224
830226;483466
850674;533083
834632;541216
899052;526048
925485;596955
893145;551400
839493;521150
883434;581923
873380;495161
765011;607246
898578;612291
906772;510158
858325;586062
795909;462864
812634;554848
846841;533595
810817;509540
826192;577784
856552;545271
848628;503773
784291;581417
890613;567037
870936;575427
851166;532382
871544;592403
870337;534303
819580;545900
912649;498734
870214;556246
853279;560714
857319;543529
878519;606677
858057;542933
860375;544804
888111;525539
892877;544283
788776;582930
875311;542259
875248;462524
835831;555864
885828;586348
916704;609548
893991;544467
866352;535933
872247;494281
832372;600070
902302;514170
877298;565604
873636;510687
854818;554389
915666;506439
905849;524809
862062;545736
871981;649086
900829;590250
859419;546754
855983;534803
916082;517633
874877;535143
885963;528959
853439;518568
855177;626376
814249;488483
857283;548467
865489;548920
913686;576892
880275;564545
861381;546835
880958;588608
868979;528502
872237;555834
861868;549168
836951;546244
836874;555991
769546;554722
855074;542557
868128;568529
878859;540155
852267;498220
874125;543036
846646;548548
851517;541076
806888;492319
831779;577161
860259;545444
892423;530999
838442;506780
853291;557685
730887;825972
645233;927201
645563;819480
573324;878802
693699;822637
649412;856993
684558;878573
656658;854609
651506;856097
618405;842859
667280;765619
600996;890782
674463;862486
676694;851597
620685;880813
716590;874975
721401;951880
657094;857640
644693;867371
633601;861482
673646;857346
657184;855509
708244;871834
659081;860560
657811;885904
642843;909185
709303;897538
610505;851476
612648;772280
673196;812941
673267;883727
694451;863981
678869;902492
690018;819280
677983;890077
639997;865965
709254;847444
679799;858680
664355;831472
659166;861665
692386;863386
688076;833905
680506;840053
641840;886745
673292;857105
622212;860015
736557;897961
668234;886696
675013;876331
675902;853961
695092;820091
730287;897070
691716;873426
722404;952207
678606;878004
664156;846474
688118;911574
674492;861230
675382;836312
664639;925795
626334;852383
669690;842110
653177;819935
674265;861435
677404;883871
672212;860894
715956;900724
674236;877152
679818;860064
578509;923881
680381;823757
720629;816515
640210;902029
671772;860357
618009;867493
672628;882986
680261;863401
682100;853708
681049;846975
668567;856554
656957;871011
662293;872590
673953;835926
718544;888401
648590;917839
699124;824089
668367;855686
675866;868784
700098;894685
683156;877209
661357;801817
789095;895634
673332;857517
627452;835854
672059;860501
665048;854911
683580;872374
668839;882598
682510;905902
671235;856653
680228;843225
662249;918050
674961;865594
679211;886670
676220;858214
567861;856582
668228;858122
682241;850176
712262;856869
671325;856592
680592;858526
683098;847245
646816;829778
675633;863416
677551;860007
683656;842406
678195;860537
700747;821557
679054;898217
676360;866112
665308;868551
665775;845662
660459;860658
670119;859029
672068;874862
644301;925034
704574;866263
665660;828338
680579;836946
682053;853410
672544;859978
713088;880834
680969;838864
674151;853540
664903;839150
641902;755287
683610;910782
676962;897430
594720;848457
658748;777680
700341;869730
640432;837036
668519;860048
672668;861428
638004;837697
673071;856021
668772;858570
636871;929410
599612;859210
739318;810528
654937;781879
663095;949045
658734;883214
647968;877873
682699;851115
684739;884934
667620;855461
616281;845406
697161;840318
679237;862389
664260;859029
674121;858589
700962;927047
723397;859761
648230;857418
677896;867053
680828;839011
680757;826912
673826;880137
694897;834591
683585;905984
671609;815681
669748;863109
674659;860894
659734;844127
656156;868643
653258;860766
684131;898331
666516;859837
655237;871554
653592;959882
659280;845579
646422;900526
627580;840406
604546;847329
631316;837043
705518;925936
662898;884734
718088;852181
666315;872311
710082;881600
674433;860605
685821;816579
678856;850293
669427;846395
687043;806921
657981;866945
676480;860779
704065;832648
669178;866011
693783;860206
683027;876064
670957;810768
674134;908464
637665;858741
664325;877878
664025;801796
672800;874378
685124;873363
674496;870664
684602;823981
677769;841641
651576;865180
650720;817440
674472;860330
673028;860593
683413;861559
669638;842011
674365;860819
687360;862438
662684;813662
673242;886958
674311;859933
595580;798572
636769;854047
685551;798742
663945;828490
717187;883275
706906;885612
675988;841317
671976;864630
669366;869654
651216;815098
676767;832479
657879;857942
665828;868934
674905;876286
640000;863831
672818;881943
634800;823669
658590;886551
639463;847461
625416;868848
672266;862875
723173;872525
688098;908495
673410;863889
679788;889464
615826;863168
598671;854219
753254;840123
669430;905798
726847;875488
648443;845340
674114;970756
675551;956849
677459;896720
634004;895206
653745;809028
682420;846881
666636;858686
682481;879399
656834;885944
718257;857481
672598;856928
693997;774817
612392;916853
671444;860206
671404;857240
689628;868984
704570;845515
652233;886054
705929;851313
682315;843851
667131;849230
707894;904500
649345;864613
629998;877765
659542;840985
621278;888326
682304;876841
679747;860939
663049;843538
672876;844123
689948;850548
696257;894819
629377;853726
658034;897179
696808;866039
699668;863774
669697;859388
606506;766728
672474;868765
697011;856357
708262;945359
653181;886417
674521;861127
729194;856897
663168;859429
644843;838626
672797;843231
680677;868629
614497;830844
646671;857872
679242;853941
665697;929571
749941;916922
602365;916673
684537;843821
694308;904062
731712;878998
667713;847241
730383;879136
689363;817577
728743;850843
683941;915579
722463;882675
670519;870010
683252;858182
669288;860515
675357;870850
673449;860643
687325;883004
603472;894573
669713;851017
693362;837786
605535;925341
687078;791051
672387;800443
683048;937776
713579;879202
571669;873544
695260;824882
702654;841548
601619;825604
564416;878492
703773;870419
674931;870112
673140;864863
681053;892766
683321;873932
701017;931252
645677;814395
677362;853471
659046;930099
665426;853940
691827;863963
650661;861267
599647;858702
684091;842566